id,company,track,title,url,publish_date,authors,in_scope,scope_reason
ant-r-circuits-updates-july-2024,anthropic,research,Circuits Updates – July 2024,https://www.anthropic.com/research/circuits-updates-july-2024,2024-07-31,,TRUE,
ant-r-circuits-updates-june-2024,anthropic,research,Circuits Updates – June 2024,https://www.anthropic.com/research/circuits-updates-june-2024,2024-06-28,,TRUE,
ant-r-reward-tampering,anthropic,research,Sycophancy to subterfuge: Investigating reward tampering in language models,https://www.anthropic.com/research/reward-tampering,2024-06-17,,TRUE,
ant-r-engineering-challenges-interpretability,anthropic,research,The engineering challenges of scaling interpretability,https://www.anthropic.com/research/engineering-challenges-interpretability,2024-06-13,,TRUE,
ant-r-claude-character,anthropic,research,Claude’s Character,https://www.anthropic.com/research/claude-character,2024-06-08,,TRUE,
ant-r-mapping-mind-language-model,anthropic,research,Mapping the Mind of a Large Language Model,https://www.anthropic.com/research/mapping-mind-language-model,2024-05-21,,TRUE,
ant-r-circuits-updates-april-2024,anthropic,research,Circuits Updates – April 2024,https://www.anthropic.com/research/circuits-updates-april-2024,2024-04-26,,TRUE,
ant-r-probes-catch-sleeper-agents,anthropic,research,Simple probes can catch sleeper agents,https://www.anthropic.com/research/probes-catch-sleeper-agents,2024-04-23,,TRUE,
ant-r-measuring-model-persuasiveness,anthropic,research,Measuring the Persuasiveness of Language Models,https://www.anthropic.com/research/measuring-model-persuasiveness,2024-04-09,,TRUE,
ant-r-many-shot-jailbreaking,anthropic,research,Many-shot jailbreaking,https://www.anthropic.com/research/many-shot-jailbreaking,2024-04-02,,TRUE,
ant-r-transformer-circuits,anthropic,research,Reflections on Qualitative Research,https://www.anthropic.com/research/transformer-circuits,2024-03-08,,TRUE,
ant-r-sleeper-agents-training-deceptive-llms-that-persist-through-safety-training,anthropic,research,Sleeper Agents: Training Deceptive LLMs that Persist Through Safety Training,https://www.anthropic.com/research/sleeper-agents-training-deceptive-llms-that-persist-through-safety-training,2024-01-14,,TRUE,
ant-r-evaluating-and-mitigating-discrimination-in-language-model-decisions,anthropic,research,Evaluating and Mitigating Discrimination in Language Model Decisions,https://www.anthropic.com/research/evaluating-and-mitigating-discrimination-in-language-model-decisions,2023-12-07,,TRUE,
ant-r-specific-versus-general-principles-for-constitutional-ai,anthropic,research,Specific versus General Principles for Constitutional AI,https://www.anthropic.com/research/specific-versus-general-principles-for-constitutional-ai,2023-10-24,,TRUE,
ant-r-towards-understanding-sycophancy-in-language-models,anthropic,research,Towards Understanding Sycophancy in Language Models,https://www.anthropic.com/research/towards-understanding-sycophancy-in-language-models,2023-10-23,,TRUE,
ant-r-collective-constitutional-ai-aligning-a-language-model-with-public-input,anthropic,research,Collective Constitutional AI: Aligning a Language Model with Public Input,https://www.anthropic.com/research/collective-constitutional-ai-aligning-a-language-model-with-public-input,2023-10-17,,TRUE,
ant-r-decomposing-language-models-into-understandable-components,anthropic,research,Decomposing Language Models Into Understandable Components,https://www.anthropic.com/research/decomposing-language-models-into-understandable-components,2023-10-05,,TRUE,
ant-r-towards-monosemanticity-decomposing-language-models-with-dictionary-learning,anthropic,research,Towards Monosemanticity: Decomposing Language Models With Dictionary Learning,https://www.anthropic.com/research/towards-monosemanticity-decomposing-language-models-with-dictionary-learning,2023-10-05,,TRUE,
ant-r-evaluating-ai-systems,anthropic,research,Challenges in evaluating AI systems,https://www.anthropic.com/research/evaluating-ai-systems,2023-10-04,,TRUE,
ant-r-influence-functions,anthropic,research,Tracing Model Outputs to the Training Data,https://www.anthropic.com/research/influence-functions,2023-08-08,,TRUE,
ant-r-studying-large-language-model-generalization-with-influence-functions,anthropic,research,Studying Large Language Model Generalization with Influence Functions,https://www.anthropic.com/research/studying-large-language-model-generalization-with-influence-functions,2023-08-08,,TRUE,
ant-r-measuring-faithfulness-in-chain-of-thought-reasoning,anthropic,research,Measuring Faithfulness in Chain-of-Thought Reasoning,https://www.anthropic.com/research/measuring-faithfulness-in-chain-of-thought-reasoning,2023-07-18,,TRUE,
ant-r-question-decomposition-improves-the-faithfulness-of-model-generated-reasoning,anthropic,research,Question Decomposition Improves the Faithfulness of Model-Generated Reasoning,https://www.anthropic.com/research/question-decomposition-improves-the-faithfulness-of-model-generated-reasoning,2023-07-18,,TRUE,
ant-r-towards-measuring-the-representation-of-subjective-global-opinions-in-language-models,anthropic,research,Towards Measuring the Representation of Subjective Global Opinions in Language Models,https://www.anthropic.com/research/towards-measuring-the-representation-of-subjective-global-opinions-in-language-models,2023-06-29,,TRUE,
ant-r-circuits-updates-may-2023,anthropic,research,Circuits Updates — May 2023,https://www.anthropic.com/research/circuits-updates-may-2023,2023-05-24,,TRUE,
ant-r-interpretability-dreams,anthropic,research,Interpretability Dreams,https://www.anthropic.com/research/interpretability-dreams,2023-05-24,,TRUE,
ant-r-distributed-representations-composition-superposition,anthropic,research,Distributed Representations: Composition & Superposition,https://www.anthropic.com/research/distributed-representations-composition-superposition,2023-05-04,,TRUE,
ant-r-privileged-bases-in-the-transformer-residual-stream,anthropic,research,Privileged Bases in the Transformer Residual Stream,https://www.anthropic.com/research/privileged-bases-in-the-transformer-residual-stream,2023-03-16,,TRUE,
